row	seed	threads	draw	outcome	moves	passes	time	fringe	closed	mvtree
8276	8276	16	1	0	117	2	1.107	5613688	8803046	2694640
8277	8277	16	1	0	123	2	0.3826	2099111	3236697	989794
8278	8278	16	1	0	107	1	0.706	8068794	9924088	1723906
8279	8279	16	1	0	163	5	0.268	278053	1194038	507404
8280	8280	16	1	0	91	1	0.04693	100122	149742	40805
8281	8281	16	1	0	113	2	0.09871	117079	476460	249037
8282	8282	16	1	0	100	1	0.1148	622607	952560	293904
8283	8283	16	1	0	119	2	14.71	42983052	84487823	31448025
8284	8284	16	1	0	101	1	0.09222	1247635	1470677	229801
8285	8285	16	1	0	114	2	1.098	3697918	7163446	2493739
8286	8286	16	1	0	98	1	0.04833	4742	6649	1628
8287	8287	16	1	0	103	2	0.3306	2581679	3402498	734257
8288	8288	16	1	0	114	2	0.2032	1088070	1782292	583261
8289	8289	16	1	0	110	2	0.2844	1854880	2796002	818149
8290	8290	16	1	0	106	2	0.09987	828650	1139108	270547
8291	8291	16	1	0	104	2	0.05794	476486	599101	120049
8292	8292	16	1	0	118	2	2.402	6099601	13975294	5709005
8293	8293	16	1	0	113	2	0.2603	935607	1662236	613097
8294	8294	16	1	0	117	2	0.7489	2510222	5055817	1720448
8295	8295	16	1	0	112	2	0.6621	5821026	7579296	1681400
8296	8296	16	1	2			0.04793	0	124	70
8297	8297	16	1	2			0.04761	0	25957	11800
8298	8298	16	1	0	111	2	0.06128	242508	369389	112923
8299	8299	16	1	0	118	2	0.7627	3817691	6348213	2076132
8300	8300	16	1	0	105	1	0.1597	644017	1031451	378725
8301	8301	16	1	0	107	2	0.3605	1180778	2329391	844540
8302	8302	16	1	0	107	2	0.0698	535527	741955	191800
8303	8303	16	1	0	113	2	1.653	8715356	13453628	4111051
8304	8304	16	1	2			2.128	0	7472453	4315370
8305	8305	16	1	0	119	2	0.4699	1644105	3128609	1160197
8306	8306	16	1	0	120	3	3.43	14322067	24453544	8447393
8307	8307	16	1	2			2.222	0	7866940	3982658
8308	8308	16	1	0	121	2	0.7502	2692095	5122288	1787831
8309	8309	16	1	0	106	1	0.05016	151907	208171	58324
8310	8310	16	1	0	111	1	0.05383	231741	340184	101441
8311	8311	16	1	0	104	1	0.1757	1247983	1739075	418869
8312	8312	16	1	0	107	1	0.1667	1227449	1733623	378870
8313	8313	16	1	0	112	2	0.04796	27034	49495	19101
8314	8314	16	1	0	108	2	0.3021	2323077	3280057	882303
8315	8315	16	1	0	111	2	0.1252	809662	1219436	344141
8316	8316	16	1	0	106	1	0.211	1019844	1770046	627333
8317	8317	16	1	0	100	1	0.04698	165416	203381	38144
8318	8318	16	1	0	106	1	0.9063	1781950	5204214	2534607
8319	8319	16	1	0	107	2	0.1599	987651	1346096	330630
8320	8320	16	1	0	109	2	0.616	3778413	5744332	1657472
8321	8321	16	1	0	108	2	0.1578	953581	1292031	316739
8322	8322	16	1	0	136	3	1.172	2789516	6404492	2615000
8323	8323	16	1	2			0.04741	0	282	178
8324	8324	16	1	0	103	1	0.1381	545914	889099	298256
8325	8325	16	1	0	120	2	0.8371	1099692	4148620	1824059
8326	8326	16	1	2			11.22	0	38109801	19142927
8327	8327	16	1	0	98	1	1.668	13587865	16855932	3217524
8328	8328	16	1	0	109	2	0.1263	460889	830695	281045
8329	8329	16	1	0	119	2	6.211	28340459	46035804	12248738
8330	8330	16	1	0	104	1	1.252	10330052	13300580	2811271
8331	8331	16	1	0	104	2	0.1437	570496	925908	343075
8332	8332	16	1	0	101	1	0.05052	193039	296855	88006
8333	8333	16	1	0	103	1	0.1916	1574137	2032337	445534
8334	8334	16	1	0	147	4	0.4425	289044	2066388	1067647
8335	8335	16	1	2			0.04694	0	592	244
8336	8336	16	1	0	105	2	0.2728	2570840	3381559	769068
8337	8337	16	1	0	116	2	0.3265	1838218	2905351	926275
8338	8338	16	1	0	109	2	0.3658	3232327	4360365	1014089
8339	8339	16	1	0	118	2	0.04717	191341	287968	85981
8340	8340	16	1	0	115	2	3.46	15827954	25161322	8232354
8341	8341	16	1	0	108	2	0.1091	1114718	1394197	273917
8342	8342	16	1	0	101	2	0.6097	3937744	5843011	1684862
8343	8343	16	1	0	110	2	0.1279	558781	923496	269671
8344	8344	16	1	0	129	3	0.9055	1286579	4674446	2277759
8345	8345	16	1	0	114	2	0.5336	2737820	4430318	1654957
8346	8346	16	1	0	119	2	0.2564	1453233	2253489	652403
8347	8347	16	1	2			18.38	0	60591763	24675031
8348	8348	16	1	0	101	1	0.6768	6479471	8163857	1589061
8349	8349	16	1	0	131	3	0.04861	67239	120062	42066
8350	8350	16	1	2			22.7	0	80914576	41718864
8351	8351	16	1	0	108	1	1.17	4224562	7616151	3104062
8352	8352	16	1	0	101	1	0.5452	4270882	5634245	1277129
8353	8353	16	1	0	116	2	2.762	14865528	22163815	6606372
8354	8354	16	1	0	111	2	2.114	12327705	17623757	4986079
8355	8355	16	1	0	112	2	0.8981	6287571	8514973	2145293
8356	8356	16	1	0	92	1	0.05052	170826	293183	106559
8357	8357	16	1	0	122	2	0.05401	127137	242652	91383
8358	8358	16	1	0	118	2	0.3227	1326380	2348045	709553
8359	8359	16	1	0	109	2	1.108	5731824	8917025	2730353
8360	8360	16	1	0	115	2	0.1052	391654	661563	228981
8361	8361	16	1	0	103	1	0.1304	798503	1100062	295458
8362	8362	16	1	0	115	2	5.114	11781154	27453025	10029432
8363	8363	16	1	2			3.131	0	11261521	4666619
8364	8364	16	1	0	108	1	0.0469	87052	120008	31282
8365	8365	16	1	0	111	2	0.06892	379450	557050	152862
8366	8366	16	1	0	111	2	0.1631	356822	821071	312524
8367	8367	16	1	2			0.428	0	1735220	673686
8368	8368	16	1	0	115	2	1.596	12828779	16300918	3533638
8369	8369	16	1	0	119	2	1.525	7292642	11438368	3410027
8370	8370	16	1	0	108	1	0.04905	238121	370686	107107
8371	8371	16	1	0	112	2	0.1436	672157	1046535	334330
8372	8372	16	1	0	121	3	0.04775	32314	82014	38393
8373	8373	16	1	0	123	3	0.8381	2499582	5502112	1936058
8374	8374	16	1	2			1.51	0	4858523	2353038
8375	8375	16	1	0	103	1	2.927	23836027	29816848	5935662
8376	8376	16	1	0	113	2	0.7219	3272351	5709876	1885062
8377	8377	16	1	0	118	2	1.042	5683519	8366343	2260053
8378	8378	16	1	0	100	1	0.523	3092879	4681732	1482674
8379	8379	16	1	0	106	2	0.04695	189693	254952	63783
8380	8380	16	1	2			0.04793	0	9055	4614
8381	8381	16	1	0	108	2	0.5759	2692049	4718524	1586587
8382	8382	16	1	0	101	1	0.0567	369376	523883	136124
8383	8383	16	1	0	115	2	0.9927	6124206	8850277	2353435
8384	8384	16	1	0	110	2	0.2628	941638	1621243	597313
8385	8385	16	1	0	116	3	0.04697	21488	40890	16785
8386	8386	16	1	2			0.1511	0	637142	277363
8387	8387	16	1	0	114	2	0.332	940436	2036063	874272
8388	8388	16	1	0	109	2	0.4854	3819609	5330665	1395348
8389	8389	16	1	0	117	2	6.068	21841803	38762465	11807672
8390	8390	16	1	0	112	2	0.4035	1576806	3037874	1295679
8391	8391	16	1	0	109	2	0.07646	310262	553213	218421
8392	8392	16	1	0	104	1	0.8742	6535753	8962176	2226096
8393	8393	16	1	0	113	2	0.3867	2246801	3388556	1003092
8394	8394	16	1	0	114	2	0.4414	2858330	4314373	1318127
8395	8395	16	1	0	93	1	0.04703	115635	193602	69799
8396	8396	16	1	2			0.04782	0	132	56
8397	8397	16	1	0	135	4	0.1904	382322	1018807	443466
8398	8398	16	1	0	114	2	0.9966	4969015	8007426	2304668
8399	8399	16	1	0	103	1	0.1176	640724	928001	270002
8400	8400	16	1	0	127	3	0.3394	422288	1677428	791196
8401	8401	16	1	0	120	2	2.744	8359717	17283616	6184899
8402	8402	16	1	0	108	2	0.09556	643817	938131	246805
8403	8403	16	1	0	103	2	1.204	9243013	12237288	2278081
8404	8404	16	1	0	102	1	0.4952	4410691	5833113	1402979
8405	8405	16	1	2			0.06457	0	263029	94808
8406	8406	16	1	0	119	2	53.85	122334407	272035176	110108291
8407	8407	16	1	0	111	1	0.4836	4417284	5791462	1360155
8408	8408	16	1	0	114	2	1.717	8753677	13389418	3988098
8409	8409	16	1	0	107	2	0.1076	688842	966933	243283
8410	8410	16	1	0	107	2	0.1379	575434	921187	322186
8411	8411	16	1	0	108	2	0.4811	1914825	3607854	1237597
8412	8412	16	1	0	116	2	0.208	1089363	1737159	563526
8413	8413	16	1	0	110	2	2.403	19871106	25993767	6004426
8414	8414	16	1	0	110	2	0.04773	264361	385383	109483
8415	8415	16	1	0	102	1	0.1056	461566	759543	263318
8416	8416	16	1	0	121	2	2.946	13515142	21967246	7129908
8417	8417	16	1	0	114	2	0.3608	2188982	3230759	980256
8418	8418	16	1	0	111	1	1.106	3017319	6842144	2967545
8419	8419	16	1	0	113	2	8.651	31583065	56135107	20706446
8420	8420	16	1	2			0.04722	0	165866	65281
8421	8421	16	1	0	108	1	0.1589	642727	1053684	337897
8422	8422	16	1	2			5.064	0	18482303	11197593
8423	8423	16	1	2			0.05047	0	16457	6991
8424	8424	16	1	0	106	1	0.5276	4649949	6321242	1673368
8425	8425	16	1	0	118	2	14.45	75504903	111854934	32508527
8426	8426	16	1	0	110	2	4.024	18466201	28255367	8624507
8427	8427	16	1	0	137	3	0.04732	192191	322741	119240
8428	8428	16	1	0	115	2	2.324	9106587	15311081	5326565
8429	8429	16	1	0	121	3	2.082	5155392	11972846	4596376
8430	8430	16	1	0	121	3	0.9096	3052974	6193694	2452455
8431	8431	16	1	0	101	1	0.1935	1247277	1702919	447716
8432	8432	16	1	0	112	2	0.1442	688993	1148074	355221
8433	8433	16	1	0	105	1	0.04787	76549	116011	36005
8434	8434	16	1	0	116	2	0.1882	870072	1453934	470705
8435	8435	16	1	0	121	2	3.644	10177275	21243634	7653975
8436	8436	16	1	0	109	2	0.3152	2846115	3726293	829696
8437	8437	16	1	0	133	3	0.04696	17917	32080	10375
8438	8438	16	1	0	105	2	0.06403	225430	440696	200639
8439	8439	16	1	3			94.52	57506497	332866769	150000015
8440	8440	16	1	0	114	2	2.381	6459054	14382689	4473759
8441	8441	16	1	0	130	3	2.669	4496229	14223218	6983691
8442	8442	16	1	0	125	2	7.46	18869891	43713232	19979153
8443	8443	16	1	0	121	2	1.881	12545801	16945407	4142281
8444	8444	16	1	0	100	1	0.7764	6307466	8251839	1778784
8445	8445	16	1	0	113	2	0.6778	4153102	6200014	1854088
8446	8446	16	1	0	118	2	1.446	5436773	9300481	3091414
8447	8447	16	1	0	121	3	0.5532	484367	2566985	1366800
8448	8448	16	1	0	124	2	1.685	2629186	7986847	3087482
8449	8449	16	1	0	114	2	0.3815	2150336	3339600	1087262
8450	8450	16	1	0	118	2	0.5098	2604676	4282351	1415768
8451	8451	16	1	2			4.474	0	16993008	9579722
8452	8452	16	1	0	104	2	0.04704	45405	102434	39570
8453	8453	16	1	0	99	1	0.1692	1203668	1630894	389152
8454	8454	16	1	0	103	1	2.036	15685949	20463069	4557534
8455	8455	16	1	0	100	1	0.04741	275567	383978	107045
8456	8456	16	1	0	106	2	0.1594	734515	1225221	413844
8457	8457	16	1	0	119	2	0.7174	4709993	7035031	2089874
8458	8458	16	1	0	106	2	0.6889	3286852	5288518	1802302
8459	8459	16	1	0	108	2	0.1189	396173	700372	249920
8460	8460	16	1	0	127	3	0.3586	839745	2118584	899674
8461	8461	16	1	0	121	2	4.85	18164388	30691335	11320893
8462	8462	16	1	0	108	2	0.149	831559	1269715	376860
8463	8463	16	1	0	121	2	0.3363	1189561	2319492	889761
8464	8464	16	1	0	108	2	0.04706	266341	389929	110626
8465	8465	16	1	2			2.65	0	9114062	4562455
8466	8466	16	1	0	102	1	0.2362	1498679	2162867	631581
8467	8467	16	1	2			0.047	0	8239	3868
8468	8468	16	1	0	114	2	2.508	16428601	23153778	5913087
8469	8469	16	1	0	99	1	0.05544	460588	605857	151367
8470	8470	16	1	0	109	2	0.3684	1553457	2841629	1152640
8471	8471	16	1	0	103	1	0.04702	186745	244621	59494
8472	8472	16	1	0	112	2	2.549	10477976	17076139	5393031
8473	8473	16	1	0	110	2	0.3191	1700170	2635080	769790
8474	8474	16	1	0	110	2	0.4385	3046557	4573115	1400108
8475	8475	16	1	2			1.822	0	7289593	3777195
8476	8476	16	1	0	103	1	0.2017	1035443	1667494	564133
8477	8477	16	1	0	106	2	0.265	1537630	2230794	647277
8478	8478	16	1	0	106	1	0.9009	6865963	9279585	2285157
8479	8479	16	1	0	96	1	0.1519	1211228	1502974	293051
8480	8480	16	1	0	116	2	0.07978	277894	481701	179066
8481	8481	16	1	0	115	2	4.091	20201833	30494690	9268129
8482	8482	16	1	0	105	1	3.239	12736119	22385580	8389676
8483	8483	16	1	2			0.06055	0	229905	98366
8484	8484	16	1	0	115	2	0.05989	219208	374298	134729
8485	8485	16	1	0	113	2	0.1175	279321	577183	204196
8486	8486	16	1	0	106	2	0.1971	650843	1315804	511274
8487	8487	16	1	0	104	1	0.1199	1186829	1521879	325616
8488	8488	16	1	0	116	2	0.9285	4653683	7186533	2263395
8489	8489	16	1	0	98	1	0.04796	53208	96413	37292
8490	8490	16	1	0	113	2	0.6824	4854551	6857201	1711845
8491	8491	16	1	0	119	2	1.437	5656149	9802641	3221297
8492	8492	16	1	0	131	2	9.079	9918335	38545806	15968425
8493	8493	16	1	0	113	2	0.5476	2591835	4165137	1365181
8494	8494	16	1	0	108	2	0.05282	241248	368213	116754
8495	8495	16	1	2			0.2687	0	1007277	620571
8496	8496	16	1	2			0.04694	0	27060	15115
8497	8497	16	1	2			0.04864	0	174769	75764
8498	8498	16	1	0	117	2	13.09	53003602	87977138	30247906
8499	8499	16	1	0	114	2	4.245	27181559	38306158	10639451
8500	8500	16	1	0	92	1	0.04708	105333	154415	51985
8501	8501	16	1	0	105	1	0.0474	136311	193753	57313
8502	8502	16	1	0	108	1	0.09353	356850	588223	170309
8503	8503	16	1	0	106	1	0.07242	499404	654715	147741
8504	8504	16	1	0	123	2	0.1623	824835	1340661	440682
8505	8505	16	1	0	101	1	0.04775	181701	262844	78160
8506	8506	16	1	0	118	2	3.452	15154859	25356191	7900562
8507	8507	16	1	0	123	2	0.05998	308182	484966	150060
8508	8508	16	1	0	119	2	0.2763	1632560	2402468	737316
8509	8509	16	1	0	108	2	1.731	9772895	14194372	3758474
8510	8510	16	1	0	131	3	3.044	6838142	16004512	6516716
8511	8511	16	1	0	106	1	0.06787	374897	593388	188907
8512	8512	16	1	0	111	2	0.2907	1861589	2755498	868812
8513	8513	16	1	0	114	2	1.868	9261895	14610042	4776836
8514	8514	16	1	0	110	2	0.2702	1778633	2537767	684665
8515	8515	16	1	0	105	2	0.2424	1676641	2447677	745845
8516	8516	16	1	0	103	1	0.04705	89955	144024	52616
8517	8517	16	1	0	115	2	0.218	1033035	1797799	561976
8518	8518	16	1	0	103	1	0.04707	259145	356430	98359
8519	8519	16	1	0	135	3	0.245	195129	1074535	497850
8520	8520	16	1	0	131	3	0.05809	264314	427377	139106
8521	8521	16	1	0	114	2	0.04794	196151	319569	104394
8522	8522	16	1	0	111	1	0.3521	2513023	3570613	927214
8523	8523	16	1	2			0.05868	0	214373	137293
8524	8524	16	1	2			0.04704	0	140594	68368
8525	8525	16	1	0	109	2	1.613	11117543	14599872	3638666
8526	8526	16	1	0	131	2	0.304	901438	1903427	772031
8527	8527	16	1	0	114	2	1.961	12551559	17274152	4560491
8528	8528	16	1	0	107	1	0.08598	484183	770752	274250
8529	8529	16	1	0	120	2	0.4957	2942317	4475032	1349872
8530	8530	16	1	2			74.09	0	229365927	136341893
8531	8531	16	1	0	119	3	0.05818	129341	334999	146373
8532	8532	16	1	0	110	1	0.2939	2172973	2979806	753154
8533	8533	16	1	0	105	1	0.05317	364120	504608	129257
8534	8534	16	1	0	109	2	0.2943	1769209	2733937	796615
8535	8535	16	1	0	114	2	0.09206	792668	1066525	259240
8536	8536	16	1	0	112	1	0.2826	2131778	3067365	852273
8537	8537	16	1	0	127	3	0.04701	83552	123480	36863
8538	8538	16	1	0	124	2	0.549	3919634	5803020	1737061
8539	8539	16	1	0	111	2	0.1847	978415	1500382	471592
8540	8540	16	1	0	117	2	0.8979	3833469	6965295	2155951
8541	8541	16	1	0	116	2	1.308	5369657	8722643	2722355
8542	8542	16	1	0	126	3	2.356	7034919	14245535	5208563
8543	8543	16	1	0	111	2	0.4489	2807743	4159222	1207022
8544	8544	16	1	0	107	1	0.0481	74762	122765	40754
8545	8545	16	1	0	100	1	0.9176	9189448	11308342	2271144
8546	8546	16	1	2			4.055	0	14267335	7414996
8547	8547	16	1	0	118	2	0.1179	367025	780992	297672
8548	8548	16	1	0	109	2	0.04782	72060	107177	30865
8549	8549	16	1	2			0.04814	0	22595	8457
8550	8550	16	1	0	122	3	0.09614	283483	638159	285021
8551	8551	16	1	0	109	2	0.08123	276697	498078	181563
8552	8552	16	1	0	111	2	0.08368	522374	747005	228179
8553	8553	16	1	0	114	2	0.3735	2072982	3473149	1220989
8554	8554	16	1	0	119	2	1.639	6208495	10855238	3698864
8555	8555	16	1	0	110	2	0.3144	1722482	2657105	781493
8556	8556	16	1	2			0.3661	0	1470173	831548
8557	8557	16	1	0	122	3	0.05818	82115	274902	123890
8558	8558	16	1	0	110	1	0.1211	387360	787641	331638
8559	8559	16	1	0	113	2	0.4247	1490581	2910199	1099241
8560	8560	16	1	0	106	1	0.1081	1026193	1367507	338731
8561	8561	16	1	0	108	2	0.04739	119895	187894	65253
8562	8562	16	1	0	120	2	2.853	19521122	27155864	7609831
8563	8563	16	1	0	119	2	0.0482	62817	110102	44620
8564	8564	16	1	0	120	3	0.04769	49957	89105	31484
8565	8565	16	1	0	109	2	0.07123	319504	487592	148822
8566	8566	16	1	0	119	2	0.4105	2892689	4265680	1173866
8567	8567	16	1	0	125	3	0.6192	1647470	3906949	1585527
8568	8568	16	1	0	108	1	0.7322	5447169	7425917	1868979
8569	8569	16	1	0	118	2	1.196	6857190	10071997	2755194
8570	8570	16	1	0	117	2	0.228	802285	1354783	492551
8571	8571	16	1	0	116	2	1.476	5438072	9945496	3393991
8572	8572	16	1	2			0.04717	0	125631	52156
8573	8573	16	1	0	103	1	0.177	1093084	1551269	443566
8574	8574	16	1	2			1.191	0	4199260	2125718
8575	8575	16	1	0	129	3	0.04753	35160	73811	27189
8576	8576	16	1	0	104	2	0.1834	970064	1417701	450762
8577	8577	16	1	0	107	2	0.07806	588081	812861	195338
8578	8578	16	1	0	125	2	0.118	292760	673078	272150
8579	8579	16	1	0	117	2	9.263	42978990	64689562	18377503
8580	8580	16	1	0	96	1	0.08407	931141	1155585	228419
8581	8581	16	1	0	102	2	0.04786	112765	197217	80902
8582	8582	16	1	0	103	1	1.624	5775426	10753800	5225523
8583	8583	16	1	0	111	1	0.6389	3622801	5766047	1576559
8584	8584	16	1	0	118	2	5.902	15395479	32752088	13095652
8585	8585	16	1	0	113	2	0.3262	2185547	3183814	909825
8586	8586	16	1	0	108	2	0.04716	88114	188522	95249
8587	8587	16	1	2			0.04843	0	166919	74117
8588	8588	16	1	0	114	2	0.09607	388356	724409	296742
8589	8589	16	1	0	109	2	0.3664	2651800	3790157	1028880
8590	8590	16	1	0	112	2	0.06787	352172	563107	183110
8591	8591	16	1	0	113	2	1.118	2751205	6239534	2484250
8592	8592	16	1	0	120	2	1.128	5518201	8326466	2445079
8593	8593	16	1	0	103	1	0.2312	1426944	1912295	438402
8594	8594	16	1	0	120	3	0.5418	2074188	3882844	1375142
8595	8595	16	1	0	103	2	0.04706	277665	382329	97749
8596	8596	16	1	0	113	2	0.1057	458201	756543	241634
8597	8597	16	1	0	110	2	0.2557	1551356	2323754	716238
8598	8598	16	1	0	100	1	0.2503	870887	1739884	581374
8599	8599	16	1	0	102	1	1.161	9652167	12287367	2840837
8600	8600	16	1	0	103	1	0.5706	4787372	6478008	1677537
8601	8601	16	1	0	103	1	0.08533	252345	476453	215677
8602	8602	16	1	0	120	2	0.08686	361026	607025	201848
8603	8603	16	1	0	112	2	0.3856	1102817	2543144	1097850
8604	8604	16	1	0	108	1	0.5282	4798490	6516555	1611215
8605	8605	16	1	0	114	2	0.3611	936004	2219047	909566
8606	8606	16	1	0	119	2	0.1418	906865	1390322	445640
8607	8607	16	1	0	116	2	0.2851	1899714	2731022	789437
8608	8608	16	1	2			0.04697	0	879	418
8609	8609	16	1	0	111	2	0.04733	133068	221132	72302
8610	8610	16	1	0	96	1	0.06567	450054	575064	121854
8611	8611	16	1	0	112	2	0.3938	3723361	4877010	1031217
8612	8612	16	1	0	114	2	0.6779	2852110	5275928	1979964
8613	8613	16	1	0	125	2	8.13	46008020	66119802	18254033
8614	8614	16	1	0	113	2	0.5444	2754595	4661656	1745759
8615	8615	16	1	0	125	3	7.204	7835625	32245773	17402629
8616	8616	16	1	0	100	1	0.786	6804184	8793247	1906807
8617	8617	16	1	0	100	1	0.07921	294689	485032	168730
8618	8618	16	1	0	116	2	0.1433	236036	660013	318229
8619	8619	16	1	0	122	2	0.1158	569732	942135	305551
8620	8620	16	1	0	108	1	0.1961	794235	1524579	735600
8621	8621	16	1	0	104	1	0.047	39396	60779	18944
8622	8622	16	1	0	114	2	0.07543	260161	489391	193150
8623	8623	16	1	0	115	1	12.39	34669414	71660554	26131625
8624	8624	16	1	0	103	1	0.1853	1144367	1716830	560412
8625	8625	16	1	0	112	2	0.2598	1620063	2436318	694458
8626	8626	16	1	0	115	2	1.41	4954769	9106774	3393172
8627	8627	16	1	0	103	2	0.1639	828023	1175870	356265
8628	8628	16	1	0	103	2	0.1434	929085	1187798	271885
8629	8629	16	1	0	115	3	0.2936	1461281	2409878	797170
8630	8630	16	1	0	102	1	0.06463	437962	619389	182422
8631	8631	16	1	0	101	1	0.07312	284271	531831	212272
8632	8632	16	1	0	118	2	0.2905	2182595	2971411	721254
8633	8633	16	1	0	114	2	4.404	17465524	29847082	11026626
8634	8634	16	1	0	110	2	0.2345	1759084	2305022	558477
8635	8635	16	1	0	111	2	0.1571	999890	1480046	396399
8636	8636	16	1	0	105	2	0.8588	6735523	8927764	2098589
8637	8637	16	1	2			2.012	0	7051293	3163553
8638	8638	16	1	0	114	2	0.1383	725052	1122261	340518
8639	8639	16	1	0	112	2	3.531	11420473	22168349	8336258
8640	8640	16	1	0	106	2	0.5406	4434383	5872766	1352687
8641	8641	16	1	0	121	2	19.75	42077496	106142519	36196451
8642	8642	16	1	0	116	2	0.6124	4041271	5942741	1610917
8643	8643	16	1	0	118	2	5.365	18121431	33739730	12035634
8644	8644	16	1	0	110	1	0.2636	2362221	3051898	664820
8645	8645	16	1	0	105	1	0.1562	666250	1228415	483945
8646	8646	16	1	0	101	1	0.07154	312271	540247	191921
8647	8647	16	1	2			0.1307	0	484518	206729
8648	8648	16	1	0	106	2	0.3296	2242191	3295598	915416
8649	8649	16	1	0	120	2	0.2401	1707755	2509878	643881
8650	8650	16	1	0	102	1	0.3533	2828147	3965184	1072555
8651	8651	16	1	0	102	1	0.1008	528826	867977	238413
8652	8652	16	1	2			0.04744	0	3873	1836
8653	8653	16	1	0	114	2	0.2363	762847	1589900	584367
8654	8654	16	1	0	104	2	0.04705	144964	232136	76626
8655	8655	16	1	0	120	2	5.076	27867406	42352626	12591257
8656	8656	16	1	0	105	1	0.0532	429392	572089	137928
8657	8657	16	1	0	110	2	0.8593	4937401	7090112	2005662
8658	8658	16	1	2			2.696	0	9357166	3458118
8659	8659	16	1	0	110	2	1.661	7573838	11781489	3617953
8660	8660	16	1	0	111	2	0.2277	1390023	2014385	555571
8661	8661	16	1	0	100	1	0.2143	1058156	1719109	634070
8662	8662	16	1	3			82.41	54055948	299013603	150000011
8663	8663	16	1	0	121	2	7.42	29142535	51108456	18402023
8664	8664	16	1	0	106	1	1.532	11971457	15109477	3079067
8665	8665	16	1	0	116	2	1.757	4261249	9534743	4003364
8666	8666	16	1	0	118	2	0.3205	1101862	2108749	802065
8667	8667	16	1	0	116	2	0.7307	4281701	6739696	1993858
8668	8668	16	1	0	100	1	0.3632	2117891	3226542	866502
8669	8669	16	1	0	142	3	0.04709	170071	263310	83064
8670	8670	16	1	0	108	2	1.187	8160920	11181035	2886212
8671	8671	16	1	0	107	1	0.3961	2531789	3682977	1168037
8672	8672	16	1	0	115	2	2.637	9206327	16793247	5759708
8673	8673	16	1	0	104	1	0.5656	4015571	5903316	1738812
8674	8674	16	1	0	122	2	0.1952	371014	959141	413619
8675	8675	16	1	0	117	2	0.3366	1494373	2696165	900558
8676	8676	16	1	0	105	2	0.1538	752417	1211458	442150
8677	8677	16	1	0	113	2	1.55	9125521	13313346	3836167
8678	8678	16	1	0	106	2	0.1407	1118235	1466638	333494
8679	8679	16	1	0	118	2	5.97	31703514	47233563	13255000
8680	8680	16	1	0	110	2	1.803	11417088	15591145	3838760
8681	8681	16	1	0	115	2	0.1337	785752	1225097	392125
8682	8682	16	1	0	116	2	1.259	4134538	7865332	2671255
8683	8683	16	1	0	116	2	2.297	11716497	17562455	5065306
8684	8684	16	1	0	111	2	0.4332	1813281	3373419	1136310
8685	8685	16	1	0	113	2	0.9971	1019270	5186947	2237699
8686	8686	16	1	0	102	1	0.04844	136618	206866	64898
8687	8687	16	1	0	123	2	0.1108	256684	571289	259655
8688	8688	16	1	0	113	2	0.715	5843976	7743163	1809767
8689	8689	16	1	0	106	2	0.1079	291316	542561	192032
8690	8690	16	1	0	101	1	0.1569	786237	1190395	410195
8691	8691	16	1	0	98	1	0.4483	4531531	6018985	1363577
8692	8692	16	1	0	110	1	2.175	12142251	17639343	4611120
8693	8693	16	1	2			0.05126	0	917	451
8694	8694	16	1	0	109	1	0.1826	1162699	1634567	446985
8695	8695	16	1	0	115	2	0.5014	3341680	5044989	1483034
8696	8696	16	1	0	105	2	0.2583	1756145	2547559	717817
8697	8697	16	1	0	102	2	0.07261	656106	861652	207707
8698	8698	16	1	0	116	2	5.448	9667325	27496458	12073596
8699	8699	16	1	0	115	2	4.352	22854866	33905954	9707023
8700	8700	16	1	0	110	2	0.3501	1531652	2676590	1053743
8701	8701	16	1	0	109	2	0.2592	1485358	2292367	711407
8702	8702	16	1	0	111	2	0.1051	534738	875706	284811
8703	8703	16	1	0	111	2	1.785	5820715	11044621	3922432
8704	8704	16	1	0	120	2	0.0472	79414	142333	43584
8705	8705	16	1	0	107	2	2.227	10202693	16252914	5311022
8706	8706	16	1	0	102	1	0.04898	35850	60636	22549
8707	8707	16	1	0	122	3	1.823	8728189	14087379	4151085
8708	8708	16	1	2			0.662	0	2518910	1613013
8709	8709	16	1	0	106	1	0.1472	1027709	1354032	305955
8710	8710	16	1	0	106	1	0.1355	549522	928043	322381
8711	8711	16	1	0	98	1	0.07591	435124	636644	174217
8712	8712	16	1	0	106	2	0.1124	591308	942124	329955
8713	8713	16	1	0	122	2	0.0654	191262	371862	129875
8714	8714	16	1	0	112	2	1.035	2009913	5581734	2277936
8715	8715	16	1	0	113	2	3.008	6573112	15377426	5570190
8716	8716	16	1	0	113	2	0.04726	50741	92637	37886
8717	8717	16	1	0	103	2	0.2012	1452663	1936956	476567
8718	8718	16	1	0	106	2	0.2405	1133526	1881448	640171
8719	8719	16	1	0	114	2	2.525	10020922	17158093	5178760
8720	8720	16	1	0	120	2	0.4209	1378928	2802019	950084
8721	8721	16	1	0	112	2	0.5501	4252031	5861711	1632828
8722	8722	16	1	0	115	2	1.676	8772786	13152751	3928134
8723	8723	16	1	0	110	2	0.5736	3903038	5653831	1565040
8724	8724	16	1	0	107	2	0.2468	1504487	2136390	556032
8725	8725	16	1	0	132	3	0.04707	145093	261973	100123
8726	8726	16	1	0	119	2	0.3288	1908735	3094517	1046178
8727	8727	16	1	0	110	1	11.53	60025696	89867975	26454465
