row	seed	threads	draw	outcome	moves	states	time	passes
1	239478	4	1	0	101	230600	0.646019	1
2	240315	4	1	0	111	95904	0.31008	1
3	241152	4	1	0	110	1695020	4.31114	1
4	241989	4	1	2	0	272913	0.937713	-1
5	242826	4	1	0	107	3780744	7.30254	1
6	243663	4	1	2	0	2972	0.119206	-1
7	244500	4	1	0	106	94892	0.328461	1
8	245337	4	1	2	0	1678	0.119429	-1
9	246174	4	1	2	0	1193306	3.46662	-1
10	247011	4	1	2	0	3139	0.124356	-1
11	247848	4	1	2	0	692	0.116623	-1
12	248685	4	1	2	0	70352	0.363886	-1
13	249522	4	1	2	0	21416	0.130721	-1
14	250359	4	1	2	0	21363	0.130924	-1
15	251196	4	1	2	0	3856334	9.7378	-1
16	252033	4	1	2	0	26942	0.163842	-1
17	252870	4	1	2	0	5933	0.122208	-1
18	253707	4	1	2	0	76398	0.277918	-1
19	254544	4	1	2	0	979607	2.81114	-1
20	255381	4	1	2	0	2185	0.116784	-1
21	256218	4	1	0	100	109114	0.3533	1
22	257055	4	1	2	0	134974	0.497883	-1
23	257892	4	1	2	0	675	0.117383	-1
24	258729	4	1	2	0	1552731	3.5041	-1
25	259566	4	1	2	0	50498	0.226148	-1
26	260403	4	1	2	0	3381799	7.02547	-1
27	261240	4	1	2	0	1614	0.120361	-1
28	262077	4	1	2	0	17271	0.12181	-1
29	262914	4	1	2	0	240	0.113514	-1
30	263751	4	1	2	0	56559	0.228259	-1
31	264588	4	1	2	0	375554	1.24577	-1
32	265425	4	1	2	0	278	0.117182	-1
33	266262	4	1	2	0	1661	0.116406	-1
34	267099	4	1	2	0	30220	0.154769	-1
35	267936	4	1	2	0	478440	1.3545	-1
36	268773	4	1	0	97	990771	2.47285	1
37	269610	4	1	2	0	198813	0.593744	-1
38	270447	4	1	2	0	12866	0.125715	-1
39	271284	4	1	2	0	50397	0.228763	-1
40	272121	4	1	0	102	1228051	2.80196	1
41	272958	4	1	2	0	105	0.118318	-1
42	273795	4	1	2	0	233245	0.721276	-1
43	274632	4	1	2	0	43324	0.225655	-1
44	275469	4	1	0	96	868575	2.01482	1
45	276306	4	1	2	0	47763	0.20668	-1
46	277143	4	1	2	0	33569	0.161101	-1
47	277980	4	1	2	0	5314	0.120459	-1
48	278817	4	1	2	0	1444525	3.60225	-1
49	279654	4	1	2	0	120064	0.444199	-1
50	280491	4	1	2	0	23521	0.13867	-1
51	281328	4	1	0	103	1983942	3.89058	1
52	282165	4	1	2	0	81679	0.310789	-1
53	283002	4	1	0	106	2482845	4.71461	1
54	283839	4	1	2	0	16913	0.123148	-1
55	284676	4	1	0	99	301016	0.796097	1
56	285513	4	1	2	0	5095196	9.42121	-1
57	286350	4	1	2	0	2209	0.12196	-1
58	287187	4	1	0	93	2106941	3.95859	1
59	288024	4	1	2	0	45641	0.217409	-1
60	288861	4	1	2	0	1251	0.117571	-1
61	289698	4	1	2	0	2776951	6.249	-1
62	290535	4	1	2	0	4159	0.119775	-1
63	291372	4	1	2	0	5925	0.123502	-1
64	292209	4	1	0	102	90279	0.354793	1
65	293046	4	1	2	0	17187822	34.0844	-1
66	293883	4	1	2	0	19823	0.129664	-1
67	294720	4	1	0	111	440859	1.20848	1
68	295557	4	1	2	0	411527	1.15467	-1
69	296394	4	1	0	96	467435	1.35666	1
70	297231	4	1	0	110	371901	1.11534	1
71	298068	4	1	2	0	517	0.116949	-1
72	298905	4	1	2	0	80	0.118423	-1
73	299742	4	1	2	0	66638	0.269174	-1
74	300579	4	1	2	0	3728	0.12055	-1
75	301416	4	1	2	0	928482	2.28581	-1
76	302253	4	1	0	112	108292	0.358626	1
77	303090	4	1	0	116	57676	0.230956	1
78	303927	4	1	2	0	180446	0.475928	-1
79	304764	4	1	2	0	159685	0.55257	-1
80	305601	4	1	2	0	2350	0.120301	-1
81	306438	4	1	2	0	78938	0.310011	-1
82	307275	4	1	2	0	38581	0.213163	-1
83	308112	4	1	2	0	5107	0.124263	-1
84	308949	4	1	0	103	550440	1.59106	1
85	309786	4	1	2	0	160833	0.557566	-1
86	310623	4	1	2	0	881221	2.37851	-1
87	311460	4	1	2	0	12699	0.124102	-1
88	312297	4	1	2	0	34875	0.169066	-1
89	313134	4	1	0	105	215150	0.659649	1
90	313971	4	1	2	0	847	0.116194	-1
91	314808	4	1	2	0	2119	0.116974	-1
92	315645	4	1	2	0	103611	0.384408	-1
93	316482	4	1	2	0	3090	0.117095	-1
94	317319	4	1	2	0	1031	0.119637	-1
95	318156	4	1	0	104	449618	1.27598	1
96	318993	4	1	2	0	45815	0.206714	-1
97	319830	4	1	2	0	18311	0.12389	-1
98	320667	4	1	0	99	360153	0.907114	1
99	321504	4	1	2	0	185221	0.602172	-1
100	322341	4	1	2	0	730	0.117779	-1
101	323178	4	1	2	0	3109	0.118406	-1
102	324015	4	1	2	0	74074	0.299191	-1
103	324852	4	1	2	0	38966	0.179698	-1
104	325689	4	1	2	0	2091	0.123334	-1
105	326526	4	1	2	0	6722	0.120398	-1
106	327363	4	1	0	110	1080020	2.80413	1
107	328200	4	1	0	111	1165354	2.88266	1
108	329037	4	1	0	106	127074	0.41295	1
109	329874	4	1	2	0	68858	0.275741	-1
110	330711	4	1	2	0	26350	0.152137	-1
111	331548	4	1	2	0	21988	0.126964	-1
112	332385	4	1	2	0	45533	0.206347	-1
113	333222	4	1	2	0	28972	0.161529	-1
114	334059	4	1	0	94	253009	0.579201	1
115	334896	4	1	2	0	51890	0.197229	-1
116	335733	4	1	2	0	2546	0.120309	-1
117	336570	4	1	2	0	98401	0.37703	-1
118	337407	4	1	2	0	27561	0.149796	-1
119	338244	4	1	2	0	46781	0.184438	-1
120	339081	4	1	2	0	63394	0.261535	-1
121	339918	4	1	2	0	3952807	7.74803	-1
122	340755	4	1	2	0	3953	0.118799	-1
123	341592	4	1	2	0	111500	0.425274	-1
124	342429	4	1	0	116	3341484	7.05648	1
125	343266	4	1	2	0	2474	0.120826	-1
126	344103	4	1	2	0	141925	0.519763	-1
127	344940	4	1	2	0	4500	0.118544	-1
128	345777	4	1	0	102	251900	0.838713	1
129	346614	4	1	0	107	9732668	14.8818	1
130	347451	4	1	0	105	1356059	3.09938	1
131	348288	4	1	2	0	483142	1.39992	-1
132	349125	4	1	0	109	3185407	7.31847	1
133	349962	4	1	2	0	111189	0.36224	-1
134	350799	4	1	2	0	6476576	13.0524	-1
135	351636	4	1	0	107	143899	0.48228	1
136	352473	4	1	2	0	14112	0.127678	-1
137	353310	4	1	0	103	339931	0.977979	1
138	354147	4	1	2	0	172800	0.581809	-1
139	354984	4	1	2	0	211267	0.660954	-1
140	355821	4	1	2	0	10527	0.119233	-1
141	356658	4	1	0	99	2884379	5.29552	1
142	357495	4	1	0	99	1212672	2.52777	1
143	358332	4	1	2	0	1266754	3.0795	-1
144	359169	4	1	2	0	1257	0.117512	-1
145	360006	4	1	2	0	467	0.11861	-1
146	360843	4	1	2	0	4472	0.118182	-1
147	361680	4	1	2	0	9412	0.125822	-1
148	362517	4	1	2	0	1342522	3.13091	-1
149	363354	4	1	2	0	167329	0.565257	-1
150	364191	4	1	0	111	139446	0.502681	1
151	365028	4	1	2	0	210316	0.689196	-1
152	365865	4	1	2	0	9926	0.124519	-1
153	366702	4	1	0	103	44092	0.191823	1
154	367539	4	1	2	0	6687	0.11833	-1
155	368376	4	1	2	0	359143	1.00092	-1
156	369213	4	1	0	99	658376	1.72943	1
157	370050	4	1	2	0	4376	0.118426	-1
158	370887	4	1	2	0	11449	0.122176	-1
159	371724	4	1	0	98	881021	2.06839	1
160	372561	4	1	2	0	14195	0.122335	-1
161	373398	4	1	2	0	354495	0.994107	-1
162	374235	4	1	2	0	1443755	3.90548	-1
163	375072	4	1	2	0	179343	0.544081	-1
164	375909	4	1	2	0	35	0.119943	-1
165	376746	4	1	0	108	153745	0.544996	1
166	377583	4	1	0	96	31759	0.141605	1
167	378420	4	1	2	0	752	0.120124	-1
168	379257	4	1	2	0	1160	0.120292	-1
169	380094	4	1	2	0	69308	0.28437	-1
170	380931	4	1	2	0	12811	0.125088	-1
171	381768	4	1	2	0	489288	1.44706	-1
172	382605	4	1	0	100	4021809	8.63391	1
173	383442	4	1	0	95	248555	0.635479	1
174	384279	4	1	0	98	289034	0.830371	1
175	385116	4	1	2	0	19993	0.127365	-1
176	385953	4	1	2	0	2934	0.122566	-1
177	386790	4	1	2	0	62108	0.256623	-1
178	387627	4	1	2	0	11642	0.125884	-1
179	388464	4	1	2	0	13698	0.120907	-1
180	389301	4	1	2	0	19414	0.124238	-1
181	390138	4	1	2	0	55510	0.231357	-1
182	390975	4	1	2	0	104043	0.388607	-1
183	391812	4	1	2	0	15383	0.123981	-1
184	392649	4	1	2	0	5279	0.118459	-1
185	393486	4	1	2	0	249910	0.787849	-1
186	394323	4	1	0	105	331749	0.979792	1
187	395160	4	1	2	0	741594	1.8759	-1
188	395997	4	1	2	0	25613	0.141845	-1
189	396834	4	1	0	100	832831	1.99851	1
190	397671	4	1	0	102	1532976	3.54524	1
191	398508	4	1	2	0	155132	0.524138	-1
192	399345	4	1	2	0	209	0.117916	-1
193	400182	4	1	2	0	5024	0.121363	-1
194	401019	4	1	2	0	1345	0.118775	-1
195	401856	4	1	0	110	5612059	11.4179	1
196	402693	4	1	0	110	2141709	4.28549	1
197	403530	4	1	2	0	7115	0.119623	-1
198	404367	4	1	0	121	173467	0.560527	1
199	405204	4	1	2	0	22689	0.13482	-1
200	406041	4	1	2	0	140191	0.471261	-1
201	406878	4	1	2	0	19327	0.122253	-1
202	407715	4	1	2	0	144596	0.571988	-1
203	408552	4	1	2	0	14353	0.120962	-1
204	409389	4	1	0	110	4291885	9.0427	1
205	410226	4	1	2	0	6985	0.118837	-1
206	411063	4	1	2	0	24143	0.132841	-1
207	411900	4	1	2	0	232461	0.661755	-1
208	412737	4	1	0	110	7178963	14.9307	1
209	413574	4	1	2	0	516969	1.53256	-1
210	414411	4	1	2	0	25239	0.143193	-1
211	415248	4	1	0	107	3571952	6.95961	1
212	416085	4	1	2	0	21431	0.132768	-1
213	416922	4	1	2	0	64553	0.252784	-1
214	417759	4	1	2	0	116737	0.382773	-1
215	418596	4	1	0	101	1152410	2.56798	1
216	419433	4	1	2	0	1374	0.117289	-1
217	420270	4	1	0	102	483774	1.43313	1
218	421107	4	1	0	107	10441486	20.6738	1
219	421944	4	1	2	0	664539	1.87016	-1
220	422781	4	1	2	0	8472431	18.4039	-1
221	423618	4	1	2	0	53212	0.211414	-1
222	424455	4	1	2	0	625	0.119007	-1
223	425292	4	1	0	106	826818	2.21872	1
224	426129	4	1	2	0	45811	0.187202	-1
225	426966	4	1	2	0	37829	0.186684	-1
226	427803	4	1	2	0	420452	1.19765	-1
227	428640	4	1	2	0	673081	1.79059	-1
228	429477	4	1	2	0	114054	0.391806	-1
229	430314	4	1	2	0	592506	1.65315	-1
230	431151	4	1	2	0	935493	2.51855	-1
231	431988	4	1	2	0	31714	0.152099	-1
232	432825	4	1	2	0	8861	0.12022	-1
233	433662	4	1	2	0	669631	1.86287	-1
234	434499	4	1	2	0	394679	1.14339	-1
235	435336	4	1	0	97	343536	0.912845	1
236	436173	4	1	2	0	12	0.118927	-1
237	437010	4	1	2	0	480638	1.41798	-1
238	437847	4	1	2	0	342874	0.983475	-1
239	438684	4	1	0	103	1199032	2.69633	1
240	439521	4	1	2	0	2799	0.119534	-1
241	440358	4	1	2	0	65431	0.248838	-1
242	441195	4	1	2	0	3202060	6.66919	-1
243	442032	4	1	2	0	84100	0.332829	-1
244	442869	4	1	2	0	405113	1.23531	-1
245	443706	4	1	2	0	5576679	11.7916	-1
246	444543	4	1	0	103	233281	0.618115	1
247	445380	4	1	2	0	739651	2.13137	-1
248	446217	4	1	2	0	39478	0.168998	-1
249	447054	4	1	0	101	1545078	3.46746	1
250	447891	4	1	0	104	570265	1.4898	1
251	448728	4	1	2	0	21077	0.126039	-1
252	449565	4	1	0	110	341613	1.0017	1
253	450402	4	1	0	107	7412900	13.1824	1
254	451239	4	1	2	0	109197	0.396068	-1
255	452076	4	1	2	0	52444	0.192029	-1
256	452913	4	1	0	110	316536	0.907922	1
257	453750	4	1	2	0	1556	0.122109	-1
258	454587	4	1	0	107	2447382	4.68039	1
259	455424	4	1	0	100	238560	0.550699	1
260	456261	4	1	2	0	5966	0.11822	-1
261	457098	4	1	2	0	997121	2.73398	-1
262	457935	4	1	2	0	6827	0.121449	-1
263	458772	4	1	2	0	894	0.123524	-1
264	459609	4	1	2	0	67656	0.261632	-1
265	460446	4	1	2	0	271242	0.849745	-1
266	461283	4	1	2	0	68301	0.265071	-1
267	462120	4	1	2	0	1048551	2.6554	-1
268	462957	4	1	2	0	28788	0.146884	-1
269	463794	4	1	2	0	4877	0.122308	-1
270	464631	4	1	0	109	134645	0.479514	1
271	465468	4	1	2	0	19467	0.124411	-1
272	466305	4	1	0	98	2058244	4.26276	1
273	467142	4	1	2	0	2600	0.118228	-1
274	467979	4	1	2	0	31	0.116137	-1
275	468816	4	1	0	103	707860	1.99507	1
276	469653	4	1	2	0	4244	0.124353	-1
277	470490	4	1	2	0	90010	0.298284	-1
278	471327	4	1	2	0	311786	1.02026	-1
279	472164	4	1	2	0	373	0.118753	-1
280	473001	4	1	2	0	74372	0.272727	-1
281	473838	4	1	2	0	12938	0.1252	-1
282	474675	4	1	0	107	218044	0.698598	1
283	475512	4	1	2	0	168	0.116584	-1
284	476349	4	1	2	0	31221	0.154549	-1
285	477186	4	1	2	0	57675	0.255247	-1
286	478023	4	1	0	115	924535	2.29709	1
287	478860	4	1	0	95	154531	0.472885	1
288	479697	4	1	2	0	655	0.119805	-1
289	480534	4	1	0	111	29626	0.15665	1
290	481371	4	1	0	107	16746	0.117652	1
291	482208	4	1	2	0	528	0.118632	-1
292	483045	4	1	0	107	373529	1.1794	1
293	483882	4	1	2	0	2740	0.119621	-1
294	484719	4	1	2	0	21430	0.132214	-1
295	485556	4	1	2	0	46309	0.207791	-1
296	486393	4	1	2	0	1494211	3.53378	-1
297	487230	4	1	2	0	194106	0.690764	-1
298	488067	4	1	2	0	418393	1.08736	-1
299	488904	4	1	2	0	10380	0.121868	-1
300	489741	4	1	0	106	383080	1.0509	1
301	490578	4	1	2	0	648	0.118255	-1
302	491415	4	1	2	0	74186	0.272562	-1
303	492252	4	1	2	0	102019	0.379509	-1
304	493089	4	1	2	0	38691	0.166637	-1
305	493926	4	1	0	105	1633791	3.865	1
306	494763	4	1	2	0	55805	0.226665	-1
307	495600	4	1	0	109	311543	0.903052	1
308	496437	4	1	0	105	478113	1.32428	1
309	497274	4	1	2	0	61011	0.255345	-1
310	498111	4	1	2	0	223612	0.742713	-1
311	498948	4	1	2	0	409698	1.21072	-1
312	499785	4	1	0	96	165714	0.556985	1
313	500622	4	1	2	0	508590	1.35827	-1
314	501459	4	1	2	0	13605	0.122766	-1
315	502296	4	1	0	109	444160	1.24901	1
316	503133	4	1	2	0	24102	0.124445	-1
317	503970	4	1	2	0	694	0.119301	-1
318	504807	4	1	2	0	4901	0.119904	-1
319	505644	4	1	2	0	74075	0.291178	-1
320	506481	4	1	0	106	1132046	2.57335	1
321	507318	4	1	2	0	17056	0.123465	-1
322	508155	4	1	0	102	10852	0.114046	1
323	508992	4	1	2	0	11193	0.122234	-1
324	509829	4	1	2	0	7073	0.122085	-1
325	510666	4	1	2	0	100891	0.385183	-1
326	511503	4	1	2	0	663661	1.93409	-1
327	512340	4	1	0	100	1746058	3.36613	1
328	513177	4	1	2	0	604454	1.573	-1
329	514014	4	1	2	0	3774	0.119451	-1
330	514851	4	1	0	100	311735	0.775253	1
331	515688	4	1	2	0	14214	0.122239	-1
332	516525	4	1	0	105	11041381	19.0523	1
333	517362	4	1	0	109	986580	2.76013	1
334	518199	4	1	2	0	1233	0.117774	-1
335	519036	4	1	2	0	826	0.117819	-1
336	519873	4	1	2	0	11351	0.123396	-1
337	520710	4	1	2	0	47145	0.200925	-1
338	521547	4	1	2	0	493942	1.44031	-1
339	522384	4	1	0	102	444745	1.41497	1
340	523221	4	1	2	0	98744	0.389742	-1
341	524058	4	1	2	0	18119	0.123483	-1
342	524895	4	1	2	0	104167	0.383821	-1
343	525732	4	1	2	0	955718	2.40938	-1
344	526569	4	1	2	0	12421	0.122135	-1
345	527406	4	1	2	0	13176	0.124496	-1
346	528243	4	1	2	0	141242	0.482974	-1
347	529080	4	1	2	0	522705	1.52417	-1
348	529917	4	1	0	109	441961	1.22128	1
349	530754	4	1	2	0	3823	0.118034	-1
350	531591	4	1	2	0	1612	0.119344	-1
351	532428	4	1	2	0	17632	0.124203	-1
352	533265	4	1	0	105	1405378	2.94838	1
353	534102	4	1	0	100	2418470	4.43102	1
354	534939	4	1	2	0	28132	0.144232	-1
355	535776	4	1	2	0	30	0.116131	-1
356	536613	4	1	0	109	2256720	4.99709	1
357	537450	4	1	2	0	2274	0.118435	-1
358	538287	4	1	2	0	42776	0.16499	-1
359	539124	4	1	2	0	26983	0.139557	-1
360	539961	4	1	2	0	7873	0.118811	-1
361	540798	4	1	0	103	98774	0.322509	1
362	541635	4	1	2	0	153366	0.484606	-1
363	542472	4	1	0	104	58577	0.211593	1
364	543309	4	1	0	103	1159796	2.98509	1
365	544146	4	1	0	109	1680250	3.72141	1
366	544983	4	1	0	100	694228	1.88129	1
367	545820	4	1	2	0	42642	0.191732	-1
368	546657	4	1	0	105	3330644	6.97194	1
369	547494	4	1	2	0	4238	0.119988	-1
370	548331	4	1	2	0	192018	0.653926	-1
371	549168	4	1	2	0	1547326	3.55502	-1
372	550005	4	1	0	107	1456202	3.00797	1
373	550842	4	1	2	0	1043	0.124737	-1
374	551679	4	1	2	0	261485	0.811783	-1
375	552516	4	1	2	0	57387	0.24819	-1
376	553353	4	1	0	109	116523	0.389414	1
377	554190	4	1	0	108	72630	0.279723	1
378	555027	4	1	2	0	70578	0.268189	-1
379	555864	4	1	2	0	124920	0.417518	-1
380	556701	4	1	2	0	74328	0.295689	-1
381	557538	4	1	2	0	986944	2.67909	-1
382	558375	4	1	2	0	206842	0.686636	-1
383	559212	4	1	2	0	26827	0.143426	-1
384	560049	4	1	2	0	649382	1.82523	-1
385	560886	4	1	0	101	135064	0.444965	1
386	561723	4	1	2	0	11569	0.122326	-1
387	562560	4	1	2	0	124822	0.446512	-1
388	563397	4	1	0	104	432803	1.24138	1
389	564234	4	1	2	0	15286971	35.3684	-1
390	565071	4	1	2	0	94047	0.349858	-1
391	565908	4	1	2	0	16115	0.125574	-1
392	566745	4	1	2	0	2681	0.123751	-1
393	567582	4	1	2	0	7841	0.122022	-1
394	568419	4	1	2	0	175500	0.548757	-1
395	569256	4	1	2	0	320834	0.972654	-1
396	570093	4	1	0	110	6880755	12.8221	1
397	570930	4	1	0	115	1073744	2.66621	1
398	571767	4	1	0	119	1910555	4.28079	1
399	572604	4	1	2	0	20403	0.123767	-1
400	573441	4	1	2	0	20660	0.123047	-1
401	574278	4	1	2	0	811688	2.40273	-1
402	575115	4	1	0	117	1159500	2.89684	1
403	575952	4	1	2	0	124944	0.442167	-1
404	576789	4	1	0	109	767335	2.1762	1
405	577626	4	1	0	98	538758	1.43484	1
406	578463	4	1	0	97	8652992	13.6903	1
407	579300	4	1	2	0	801262	2.12572	-1
408	580137	4	1	2	0	55305	0.228598	-1
409	580974	4	1	2	0	18763	0.123926	-1
410	581811	4	1	2	0	407	0.117568	-1
411	582648	4	1	2	0	28323	0.140603	-1
412	583485	4	1	2	0	1136	0.118481	-1
413	584322	4	1	0	106	950858	2.55517	1
414	585159	4	1	2	0	8139	0.11984	-1
415	585996	4	1	2	0	34	0.116934	-1
416	586833	4	1	0	107	118401	0.404896	1
417	587670	4	1	2	0	1255	0.12091	-1
418	588507	4	1	2	0	43681	0.194405	-1
419	589344	4	1	0	108	1493129	3.28492	1
420	590181	4	1	0	108	988642	2.30374	1
421	591018	4	1	0	106	139899	0.454745	1
422	591855	4	1	2	0	16449	0.125342	-1
423	592692	4	1	2	0	126722	0.403669	-1
424	593529	4	1	2	0	53110	0.234508	-1
425	594366	4	1	0	97	179894	0.516571	1
426	595203	4	1	2	0	98117	0.329899	-1
427	596040	4	1	2	0	4117	0.119521	-1
428	596877	4	1	2	0	234	0.116087	-1
429	597714	4	1	2	0	309323	0.993124	-1
430	598551	4	1	2	0	99682	0.36462	-1
431	599388	4	1	2	0	1564	0.12111	-1
432	600225	4	1	2	0	61	0.119073	-1
433	601062	4	1	0	102	1203427	2.54678	1
434	601899	4	1	2	0	5006	0.121496	-1
435	602736	4	1	2	0	3614	0.120493	-1
436	603573	4	1	2	0	6391	0.121067	-1
437	604410	4	1	0	102	2170642	4.01607	1
438	605247	4	1	2	0	301320	1.02586	-1
439	606084	4	1	2	0	14112	0.12683	-1
440	606921	4	1	2	0	3336	0.125841	-1
441	607758	4	1	2	0	120032	0.455288	-1
442	608595	4	1	2	0	48067	0.172996	-1
443	609432	4	1	2	0	6735	0.124976	-1
444	610269	4	1	2	0	11982	0.12316	-1
445	611106	4	1	2	0	101872	0.378468	-1
446	611943	4	1	2	0	1055554	2.59307	-1
447	612780	4	1	2	0	2542	0.121111	-1
448	613617	4	1	2	0	271941	0.770245	-1
449	614454	4	1	2	0	47467	0.205053	-1
450	615291	4	1	2	0	25616	0.141801	-1
451	616128	4	1	0	104	144108	0.467479	1
452	616965	4	1	0	113	350300	0.996483	1
453	617802	4	1	2	0	19486	0.126376	-1
454	618639	4	1	2	0	118810	0.408468	-1
455	619476	4	1	2	0	144	0.120282	-1
456	620313	4	1	2	0	18810	0.12435	-1
457	621150	4	1	2	0	21771	0.125953	-1
458	621987	4	1	2	0	124244	0.421667	-1
459	622824	4	1	2	0	16712	0.126603	-1
460	623661	4	1	2	0	5086	0.12044	-1
461	624498	4	1	2	0	70404	0.290287	-1
462	625335	4	1	2	0	8963	0.122903	-1
463	626172	4	1	2	0	67053	0.264203	-1
464	627009	4	1	2	0	135775	0.457104	-1
465	627846	4	1	2	0	22644	0.135281	-1
466	628683	4	1	0	103	39848	0.168546	1
467	629520	4	1	2	0	52272	0.21268	-1
468	630357	4	1	2	0	82903	0.28972	-1
469	631194	4	1	2	0	14715	0.126589	-1
470	632031	4	1	2	0	14339	0.125222	-1
471	632868	4	1	2	0	66778	0.268983	-1
472	633705	4	1	0	97	4237092	7.12878	1
473	634542	4	1	2	0	110029	0.402665	-1
474	635379	4	1	2	0	90340	0.317311	-1
475	636216	4	1	2	0	136484	0.423301	-1
476	637053	4	1	2	0	738887	2.07166	-1
477	637890	4	1	2	0	3367	0.120951	-1
478	638727	4	1	0	107	929173	2.3517	1
479	639564	4	1	2	0	5202	0.120089	-1
480	640401	4	1	2	0	547	0.119835	-1
481	641238	4	1	2	0	18162	0.129559	-1
482	642075	4	1	0	111	636729	1.66614	1
483	642912	4	1	0	111	115414	0.418821	1
484	643749	4	1	0	111	8414083	16.3151	1
485	644586	4	1	0	104	17669597	29.0985	1
486	645423	4	1	2	0	8760	0.124164	-1
487	646260	4	1	2	0	861908	2.29239	-1
488	647097	4	1	2	0	6175	0.122617	-1
489	647934	4	1	2	0	1402629	3.50921	-1
490	648771	4	1	2	0	240033	0.836238	-1
491	649608	4	1	2	0	24160	0.138154	-1
492	650445	4	1	2	0	1276	0.124329	-1
493	651282	4	1	2	0	16411	0.124386	-1
494	652119	4	1	2	0	41326	0.178106	-1
495	652956	4	1	2	0	4246	0.121802	-1
496	653793	4	1	0	97	269369	0.699611	1
497	654630	4	1	2	0	696474	1.81926	-1
498	655467	4	1	2	0	99177	0.380818	-1
499	656304	4	1	2	0	14160	0.124752	-1
500	657141	4	1	2	0	103710	0.356663	-1
501	657978	4	1	0	111	79388	0.291732	1
502	658815	4	1	2	0	536041	1.51698	-1
503	659652	4	1	2	0	101	0.116316	-1
504	660489	4	1	0	104	190586	0.606667	1
505	661326	4	1	2	0	1155814	2.95178	-1
506	662163	4	1	0	103	153844	0.512804	1
507	663000	4	1	2	0	64402	0.269501	-1
508	663837	4	1	2	0	43390	0.192469	-1
509	664674	4	1	2	0	47292	0.206473	-1
510	665511	4	1	2	0	34725	0.175666	-1
511	666348	4	1	2	0	4593	0.121682	-1
512	667185	4	1	2	0	6917	0.121122	-1
513	668022	4	1	0	111	120711	0.423365	1
514	668859	4	1	2	0	16911	0.122524	-1
515	669696	4	1	2	0	262733	0.958418	-1
516	670533	4	1	2	0	48901	0.209452	-1
517	671370	4	1	2	0	56433	0.255638	-1
518	672207	4	1	2	0	104656	0.371274	-1
519	673044	4	1	2	0	71173	0.289928	-1
520	673881	4	1	0	104	32263	0.148901	1
521	674718	4	1	2	0	5356	0.118443	-1
522	675555	4	1	0	99	1737205	3.54319	1
523	676392	4	1	2	0	1339	0.119662	-1
524	677229	4	1	2	0	20004	0.12574	-1
525	678066	4	1	2	0	5271	0.121136	-1
526	678903	4	1	2	0	913	0.122209	-1
527	679740	4	1	2	0	27712	0.14034	-1
528	680577	4	1	2	0	3179	0.120752	-1
529	681414	4	1	2	0	243656	0.812067	-1
530	682251	4	1	2	0	11378	0.123515	-1
531	683088	4	1	0	104	450402	1.33513	1
532	683925	4	1	2	0	3618	0.121937	-1
533	684762	4	1	2	0	16308	0.123514	-1
534	685599	4	1	2	0	1335	0.117962	-1
535	686436	4	1	2	0	36493	0.180511	-1
536	687273	4	1	2	0	3020	0.118362	-1
537	688110	4	1	2	0	47005	0.167345	-1
538	688947	4	1	0	119	3468498	7.61352	1
539	689784	4	1	2	0	2183651	4.81255	-1
540	690621	4	1	2	0	939880	2.3219	-1
541	691458	4	1	0	99	61158	0.209072	1
542	692295	4	1	2	0	1498	0.120179	-1
543	693132	4	1	2	0	818	0.12089	-1
544	693969	4	1	0	101	1894851	4.34711	1
545	694806	4	1	2	0	2960	0.122093	-1
546	695643	4	1	2	0	151921	0.444292	-1
547	696480	4	1	2	0	36568	0.182819	-1
548	697317	4	1	0	108	595842	1.49475	1
549	698154	4	1	2	0	335263	1.00365	-1
550	698991	4	1	2	0	42946	0.189566	-1
551	699828	4	1	2	0	346724	0.942676	-1
552	700665	4	1	2	0	530944	1.52758	-1
553	701502	4	1	2	0	179549	0.667271	-1
554	702339	4	1	0	108	854697	2.08838	1
555	703176	4	1	0	102	310889	1.0275	1
556	704013	4	1	2	0	8724	0.119662	-1
557	704850	4	1	2	0	378777	1.13244	-1
558	705687	4	1	0	96	905616	2.32732	1
559	706524	4	1	2	0	57500	0.23967	-1
560	707361	4	1	2	0	11533	0.127691	-1
561	708198	4	1	2	0	2061	0.120158	-1
562	709035	4	1	0	106	1700668	3.75875	1
563	709872	4	1	2	0	833659	2.27227	-1
564	710709	4	1	0	98	28105	0.140834	1
565	711546	4	1	2	0	196984	0.675218	-1
566	712383	4	1	2	0	2559640	5.96099	-1
567	713220	4	1	2	0	8947	0.119748	-1
568	714057	4	1	0	109	4116589	8.16198	1
569	714894	4	1	2	0	7165	0.119978	-1
570	715731	4	1	0	106	487304	1.33752	1
571	716568	4	1	2	0	4060	0.119177	-1
572	717405	4	1	2	0	235470	0.823825	-1
573	718242	4	1	0	104	895443	2.3039	1
574	719079	4	1	2	0	1734	0.120697	-1
575	719916	4	1	2	0	2087264	5.02303	-1
576	720753	4	1	2	0	92738	0.336522	-1
577	721590	4	1	2	0	97494	0.388957	-1
578	722427	4	1	0	110	624914	1.86709	1
579	723264	4	1	2	0	90139	0.377029	-1
580	724101	4	1	0	99	59158	0.237664	1
581	724938	4	1	2	0	57449	0.238002	-1
582	725775	4	1	2	0	14643	0.124567	-1
583	726612	4	1	2	0	1411100	3.81855	-1
584	727449	4	1	2	0	3494	0.118845	-1
585	728286	4	1	2	0	22325	0.126301	-1
586	729123	4	1	2	0	802	0.119913	-1
