row	seed	threads	draw	outcome	moves	passes	time	fringe	advances	mvtree
7771	7771	16	3	0	100	3	0.611	1259714	2393604	1835454
7772	7772	16	3	0	112	5	0.104	154674	312060	234529
7773	7773	16	3	0	102	4	0.2906	775102	1062546	715761
7774	7774	16	3	0	100	3	0.2098	611776	697556	558158
7775	7775	16	3	0	90	4	0.6805	1696361	2631299	1869807
7776	7776	16	3	0	95	3	0.1594	460861	531324	436950
7777	7777	16	3	0	91	2	0.4768	1538111	1660618	1322476
7778	7778	16	3	2			0.004652	0	640	361
7779	7779	16	3	0	91	3	0.3338	1071041	1157498	912834
7780	7780	16	3	0	106	4	1.094	1821173	4383281	3165810
7781	7781	16	3	0	90	4	0.05918	162463	121370	114340
7782	7782	16	3	0	109	4	0.1016	30032	374713	224866
7783	7783	16	3	2			54.36	0	175789760	97861747
7784	7784	16	3	0	107	3	0.3964	384276	1676160	1126079
7785	7785	16	3	0	98	3	1.753	4754075	6402933	4818762
7786	7786	16	3	0	95	2	1.583	1398141	6573475	3541680
7787	7787	16	3	0	101	4	0.02642	20194	35757	28274
7788	7788	16	3	0	89	3	0.08593	329573	252682	229450
7789	7789	16	3	0	96	2	0.5649	940942	2278458	1584994
7790	7790	16	3	0	85	3	0.06745	176156	171401	141265
7791	7791	16	3	0	99	3	0.07623	97898	227406	166247
7792	7792	16	3	0	96	2	1.014	2277482	3915614	2893362
7793	7793	16	3	0	105	4	0.07323	108518	216639	173664
7794	7794	16	3	0	98	3	0.6082	2457938	2130164	1740956
7795	7795	16	3	0	104	4	1.237	2672005	4682231	3650526
7796	7796	16	3	0	90	3	0.1078	237708	346115	271354
7797	7797	16	3	2			0.2841	0	1141232	699235
7798	7798	16	3	0	102	4	0.01236	7001	7539	7125
7799	7799	16	3	0	93	3	0.1128	317673	341377	263199
7800	7800	16	3	0	104	4	0.9284	1743250	3701405	2851001
7801	7801	16	3	0	93	3	0.5791	1425827	2184839	1737333
7802	7802	16	3	2			0.06779	0	198993	112672
7803	7803	16	3	0	123	8	0.03005	22901	40115	36450
7804	7804	16	3	0	120	6	0.009025	882	7488	5170
7805	7805	16	3	0	88	2	0.1462	564198	497537	433039
7806	7806	16	3	0	92	2	0.5141	2035991	1873849	1592409
7807	7807	16	3	0	89	3	0.07344	118404	202071	151847
7808	7808	16	3	0	88	2	0.1404	513890	450790	411304
7809	7809	16	3	0	129	6	0.04583	34870	94200	71564
7810	7810	16	3	2			0.7152	0	3003574	1676087
7811	7811	16	3	0	114	4	0.1764	155581	679959	452412
7812	7812	16	3	2			0.004306	0	32	17
7813	7813	16	3	0	97	3	0.1344	364686	449958	390031
7814	7814	16	3	0	113	5	0.1146	126961	383040	282805
7815	7815	16	3	2			0.2193	0	869179	485724
7816	7816	16	3	0	117	5	0.07711	33475	220483	141811
7817	7817	16	3	0	96	2	0.5095	1628828	1955334	1618918
7818	7818	16	3	0	100	3	0.1158	214022	410052	288169
7819	7819	16	3	2			0.1791	0	693707	410033
7820	7820	16	3	0	97	3	0.03772	80394	65459	58582
7821	7821	16	3	0	101	3	0.7112	2185946	2607935	2072483
7822	7822	16	3	0	110	3	0.3171	447266	1188543	827699
7823	7823	16	3	0	103	3	0.2973	516387	1130337	921536
7824	7824	16	3	0	101	3	0.04546	81868	85792	73705
7825	7825	16	3	0	106	4	0.9438	1110994	3878316	2778241
7826	7826	16	3	2			0.004245	0	6	2
7827	7827	16	3	0	127	7	0.07494	100504	263959	189324
7828	7828	16	3	0	90	3	0.06624	170133	200793	163937
7829	7829	16	3	2			0.02673	0	47380	26502
7830	7830	16	3	0	99	3	0.1451	300999	496230	385901
7831	7831	16	3	0	107	5	0.1233	289587	398526	333189
7832	7832	16	3	0	94	3	0.2592	588793	999913	739944
7833	7833	16	3	0	95	2	0.08488	182854	238196	188058
7834	7834	16	3	0	94	3	1.027	3253117	3814116	2976341
7835	7835	16	3	0	107	4	0.02892	24704	41353	37138
7836	7836	16	3	0	109	3	0.09734	123413	309228	223644
7837	7837	16	3	2			0.3443	0	1500587	880513
7838	7838	16	3	0	95	3	0.3016	901081	1050509	829157
7839	7839	16	3	0	98	4	0.4945	1215951	1876102	1375481
7840	7840	16	3	0	121	5	0.06667	54101	193367	141214
7841	7841	16	3	0	94	4	0.09492	221400	292165	247639
7842	7842	16	3	0	113	4	0.6602	1722098	2505429	2033853
7843	7843	16	3	2			0.004146	0	25	12
7844	7844	16	3	0	104	4	1.847	3354552	6881572	5017012
7845	7845	16	3	0	101	4	0.02838	14516	46110	33400
7846	7846	16	3	0	97	3	0.5834	1376155	2287318	1570044
7847	7847	16	3	0	106	5	0.05143	60655	135633	107885
7848	7848	16	3	0	103	4	0.05228	67228	121238	94865
7849	7849	16	3	0	132	9	0.01969	20391	18985	17228
7850	7850	16	3	0	95	4	0.2715	360949	995687	704854
7851	7851	16	3	0	101	2	0.04598	33952	97340	67545
7852	7852	16	3	0	103	5	2.332	3255746	9024270	6118674
7853	7853	16	3	2			0.009234	0	9116	4975
7854	7854	16	3	2			0.2891	0	1074344	755319
7855	7855	16	3	0	105	4	0.2523	620593	956487	840250
7856	7856	16	3	0	116	5	0.09396	181148	270590	225668
7857	7857	16	3	0	106	4	1.536	2931714	5820788	4499892
7858	7858	16	3	0	109	3	0.4846	551967	1971028	1333989
7859	7859	16	3	0	95	3	0.282	571965	1056545	745348
7860	7860	16	3	0	96	4	0.07248	87010	209610	156789
7861	7861	16	3	0	98	3	1.863	5531502	7122140	5451774
7862	7862	16	3	2			0.01035	0	11064	6978
7863	7863	16	3	0	95	3	0.6206	2218852	2270807	1810879
7864	7864	16	3	0	96	3	9.928	32021530	29926066	25572070
7865	7865	16	3	0	113	4	0.1565	197233	598992	428458
7866	7866	16	3	0	141	9	0.007247	1506	3654	3435
7867	7867	16	3	0	90	3	0.0963	224545	274955	221028
7868	7868	16	3	0	96	3	0.9121	3272860	3528043	2967665
7869	7869	16	3	2			0.1005	0	348116	215494
7870	7870	16	3	0	102	2	0.6678	1525416	2646924	2014673
7871	7871	16	3	0	93	3	0.1488	486924	503174	463675
7872	7872	16	3	0	89	2	2.981	11410077	9707417	7844904
7873	7873	16	3	0	117	6	0.02161	14425	27124	20257
7874	7874	16	3	0	97	3	0.07318	194844	198595	167603
7875	7875	16	3	0	94	2	0.5793	1344077	2233130	1676441
7876	7876	16	3	0	95	3	0.5989	1193062	2295796	1642203
7877	7877	16	3	0	92	3	0.07314	103898	197757	154624
7878	7878	16	3	0	85	2	0.07124	251321	175454	143296
7879	7879	16	3	2			0.004025	0	13	9
7880	7880	16	3	0	102	3	0.7609	2172283	2866548	2229591
7881	7881	16	3	0	93	3	0.06745	133514	162691	130387
7882	7882	16	3	0	104	4	0.155	81373	575123	353224
7883	7883	16	3	0	94	4	0.7671	1836787	2983090	2242207
7884	7884	16	3	0	100	4	0.2313	773350	774332	622388
7885	7885	16	3	2			0.004423	0	184	94
7886	7886	16	3	0	108	3	1.322	2287011	5144866	3516972
7887	7887	16	3	0	113	5	0.051	77588	104707	90578
7888	7888	16	3	0	95	3	0.3723	885253	1391863	1025186
7889	7889	16	3	2			0.02377	0	47812	28003
7890	7890	16	3	0	96	3	2.577	7299870	8350261	6541890
7891	7891	16	3	0	96	3	1.224	2627543	4898636	3988884
7892	7892	16	3	0	88	3	0.2504	933612	893186	718841
7893	7893	16	3	0	95	3	0.1465	519184	476279	410591
7894	7894	16	3	0	99	2	0.1312	215674	464765	338032
7895	7895	16	3	0	100	3	0.3329	1112246	1179913	940412
7896	7896	16	3	0	95	3	0.05798	76804	137787	92589
7897	7897	16	3	2			0.3281	0	1354078	911839
7898	7898	16	3	0	112	4	9.098	4453156	34562544	18218506
7899	7899	16	3	0	90	2	0.4146	879151	1629239	1177197
7900	7900	16	3	2			0.0305	0	55809	33001
7901	7901	16	3	0	94	3	0.5813	1830114	2140516	1747691
7902	7902	16	3	0	109	4	0.3361	1034235	1229501	1038340
7903	7903	16	3	2			0.004184	0	9	3
7904	7904	16	3	0	92	3	0.3677	917611	1381638	1050556
7905	7905	16	3	0	102	3	1.794	2878204	6815278	5014945
7906	7906	16	3	0	101	3	0.8064	1156480	3272084	2308245
7907	7907	16	3	0	100	4	0.02015	14571	19038	16563
7908	7908	16	3	0	98	3	0.2788	988356	994031	857744
7909	7909	16	3	2			0.05342	0	148534	79943
7910	7910	16	3	0	97	2	0.109	155883	365986	266967
7911	7911	16	3	0	107	4	0.9958	1680422	3841429	2855262
7912	7912	16	3	0	106	4	0.5317	1186195	1969043	1520513
7913	7913	16	3	2			3.587	0	13860966	7868632
7914	7914	16	3	0	100	3	0.5767	1015597	2253438	1581520
7915	7915	16	3	0	89	2	0.0596	157737	128675	117244
7916	7916	16	3	2			0.01454	0	21022	11656
7917	7917	16	3	0	119	5	0.04993	46278	107008	84023
7918	7918	16	3	0	96	3	0.8526	2439570	3144310	2591256
7919	7919	16	3	0	93	3	1.113	2926480	4140726	3171246
7920	7920	16	3	0	112	4	0.1267	284584	415569	343856
7921	7921	16	3	0	96	3	0.182	675172	622805	562885
7922	7922	16	3	0	99	3	3.302	6368921	11593309	8079965
7923	7923	16	3	0	99	2	0.8042	1242281	3284023	2119369
7924	7924	16	3	2			0.1106	0	424596	221242
7925	7925	16	3	0	88	2	0.1001	237965	280094	228871
7926	7926	16	3	0	99	4	0.6826	2134255	2530908	1997623
7927	7927	16	3	2			0.003732	0	1	0
7928	7928	16	3	0	85	2	0.08034	158498	236629	185425
7929	7929	16	3	0	95	3	0.1458	368092	496840	418443
7930	7930	16	3	0	100	3	0.7722	2214730	2787894	2247756
7931	7931	16	3	0	90	3	3.422	12455590	11596320	9310012
7932	7932	16	3	0	98	3	9.286	29426261	29912682	24890997
7933	7933	16	3	0	91	3	0.1823	626567	617540	534646
7934	7934	16	3	0	87	2	0.1598	571675	551206	443629
7935	7935	16	3	0	104	4	0.03985	44617	59353	46122
7936	7936	16	3	0	104	4	0.06614	136175	168927	131903
7937	7937	16	3	0	98	3	0.09691	252356	305665	252814
7938	7938	16	3	2			0.109	0	402316	215375
7939	7939	16	3	0	96	3	0.6196	2094696	2305551	1832892
7940	7940	16	3	0	122	6	0.05285	16928	139730	97878
7941	7941	16	3	0	100	3	0.103	99036	358501	260189
7942	7942	16	3	0	90	2	0.05861	185814	126082	111795
7943	7943	16	3	2			0.08038	0	268975	152125
7944	7944	16	3	2			18.74	0	61617793	37531523
7945	7945	16	3	0	104	4	0.1427	292625	504912	403052
7946	7946	16	3	2			0.00362	0	1	0
7947	7947	16	3	0	101	4	0.0942	118182	308276	202703
7948	7948	16	3	2			0.004086	0	6	4
7949	7949	16	3	0	96	3	0.284	952641	1050270	839520
7950	7950	16	3	0	84	2	0.2355	838787	835997	699674
7951	7951	16	3	0	99	3	0.1012	206566	300970	258848
7952	7952	16	3	0	95	4	0.1495	334196	523972	418071
7953	7953	16	3	0	104	3	1.61	2273760	6175524	4528110
7954	7954	16	3	0	94	3	0.3705	881522	1358729	1038784
7955	7955	16	3	0	111	4	0.06211	20100	179990	103694
7956	7956	16	3	0	110	5	1.64	1043079	6513627	4303481
7957	7957	16	3	2			0.00645	0	3	0
7958	7958	16	3	0	93	2	0.1243	507303	366603	314706
7959	7959	16	3	0	89	2	0.2198	497480	764446	543966
7960	7960	16	3	0	90	2	0.1351	583356	433126	364424
7961	7961	16	3	0	106	4	0.08104	70405	246709	166160
7962	7962	16	3	0	110	6	0.421	333688	1642854	1133730
7963	7963	16	3	0	126	6	0.1653	197673	572128	398372
7964	7964	16	3	0	105	4	0.05397	47417	125452	96825
7965	7965	16	3	2			0.003712	0	1	0
7966	7966	16	3	0	86	2	0.08973	139588	279853	197084
7967	7967	16	3	0	82	2	0.02737	38118	25084	23153
7968	7968	16	3	2			0.00553	0	2236	1223
7969	7969	16	3	0	104	4	0.444	954868	1672533	1256776
7970	7970	16	3	0	107	4	2.558	4233661	9845021	6839304
7971	7971	16	3	3			75.7	33510913	232738146	150000015
7972	7972	16	3	0	95	3	0.2678	702207	1027661	811710
7973	7973	16	3	0	91	2	0.4386	1919428	1632031	1418065
7974	7974	16	3	0	99	4	0.07301	148646	197409	162091
7975	7975	16	3	0	93	2	0.1138	270357	378598	314522
7976	7976	16	3	2			0.08107	0	258582	147600
7977	7977	16	3	0	116	4	0.3858	462739	1527215	1061818
7978	7978	16	3	0	90	3	0.8069	2607128	2929732	2291920
7979	7979	16	3	0	97	3	1.242	3825139	4719125	3595578
7980	7980	16	3	0	90	3	0.7592	2511936	2914483	2345549
7981	7981	16	3	0	112	4	0.06325	122526	167748	138125
7982	7982	16	3	0	96	3	2.182	6213160	8419737	6090148
7983	7983	16	3	0	125	7	0.3395	850033	1225100	992107
7984	7984	16	3	0	89	2	0.349	842262	1321911	992019
7985	7985	16	3	0	107	5	0.09942	70165	334863	213814
7986	7986	16	3	0	99	3	0.7484	2075946	2935443	2480331
7987	7987	16	3	0	103	3	0.0495	27904	114989	82528
7988	7988	16	3	0	109	6	0.3846	579206	1490113	1044907
7989	7989	16	3	0	85	3	0.0345	21224	59658	42172
7990	7990	16	3	0	96	3	0.1944	536994	685086	562297
7991	7991	16	3	0	99	4	0.2666	427260	1009045	710040
7992	7992	16	3	0	97	4	0.5692	1637574	2253281	1767777
7993	7993	16	3	2			0.1494	0	596405	334425
7994	7994	16	3	0	115	5	0.03279	25275	50010	39142
7995	7995	16	3	2			0.01813	0	27154	16161
7996	7996	16	3	0	103	4	0.1196	257009	393803	318126
7997	7997	16	3	0	108	5	0.1114	386424	333263	285399
7998	7998	16	3	2			18.73	0	65438555	37606550
7999	7999	16	3	0	97	3	0.9661	2336569	3695113	2698160
8000	8000	16	3	0	96	4	0.197	262924	737130	525245
8001	8001	16	3	0	102	3	0.1589	418333	549881	486935
8002	8002	16	3	0	98	3	0.03563	16134	72080	49962
8003	8003	16	3	2			3.761	0	14525276	9198769
8004	8004	16	3	0	101	3	0.6772	1779376	2576464	2075447
8005	8005	16	3	2			0.01543	0	22925	12592
8006	8006	16	3	2			0.00403	0	48	29
8007	8007	16	3	0	93	3	0.1079	152708	353213	259862
8008	8008	16	3	0	97	2	0.9788	2296129	3797160	2750881
8009	8009	16	3	0	94	2	0.2939	756649	1087093	904106
8010	8010	16	3	0	103	3	0.293	532981	1063060	804828
8011	8011	16	3	0	87	2	0.648	1824569	2374775	1724178
8012	8012	16	3	0	93	3	0.1379	223395	444956	331158
8013	8013	16	3	0	85	2	0.1306	358986	426722	297411
8014	8014	16	3	0	92	3	0.2648	871595	886288	712958
8015	8015	16	3	0	124	7	0.02314	15884	26462	19581
8016	8016	16	3	0	96	2	0.1462	308876	508557	388675
8017	8017	16	3	2			0.004135	0	19	13
8018	8018	16	3	0	94	3	0.3741	891642	1435847	1058660
8019	8019	16	3	0	97	3	0.413	824948	1579202	1141275
8020	8020	16	3	0	99	3	0.05213	90969	114751	92615
8021	8021	16	3	2			0.003652	0	1	0
8022	8022	16	3	0	94	3	0.03956	92585	70709	63107
8023	8023	16	3	0	92	2	0.2293	703392	826310	665707
8024	8024	16	3	0	96	3	9.719	24661578	32424836	25595414
8025	8025	16	3	2			0.02562	0	44138	26878
8026	8026	16	3	0	100	3	1.204	2792777	4708273	3529122
8027	8027	16	3	0	103	4	0.05178	106231	89413	81609
8028	8028	16	3	0	100	4	0.1588	647628	506195	442470
8029	8029	16	3	0	101	3	0.1787	423429	623537	471117
8030	8030	16	3	0	94	3	0.2179	233288	800830	516198
8031	8031	16	3	0	93	3	0.3855	1066950	1377742	1034770
8032	8032	16	3	0	101	4	1.187	1592166	4719156	3089860
8033	8033	16	3	2			0.2291	0	946270	604802
8034	8034	16	3	0	95	2	0.9123	2048672	3463507	2508159
8035	8035	16	3	2			0.09239	0	307153	185113
8036	8036	16	3	0	105	5	0.06431	65303	187243	145274
8037	8037	16	3	0	98	3	5.066	6987732	18284549	11646210
8038	8038	16	3	0	108	5	0.1362	186464	505483	334581
8039	8039	16	3	2			0.004574	0	243	138
8040	8040	16	3	0	95	3	0.1312	532437	402282	330802
8041	8041	16	3	0	103	4	0.7012	1484618	2679975	2123427
8042	8042	16	3	0	90	3	0.3579	1256763	1326959	997199
8043	8043	16	3	0	84	3	0.06738	119651	182749	138411
8044	8044	16	3	0	103	3	1.329	1567842	5422052	3645504
8045	8045	16	3	2			0.09937	0	328420	201598
8046	8046	16	3	0	116	5	0.6712	370917	2750041	1779793
8047	8047	16	3	0	97	3	0.726	2410264	2678882	2150113
8048	8048	16	3	0	90	2	0.9334	4105650	3339040	2747252
8049	8049	16	3	0	113	5	0.05584	84025	114222	90055
8050	8050	16	3	0	95	3	0.3882	1240366	1416900	1195503
8051	8051	16	3	0	89	2	1.006	3083361	3909062	3168015
8052	8052	16	3	0	95	3	0.0838	191571	234906	188156
8053	8053	16	3	2			1.98	0	7646017	4620084
8054	8054	16	3	0	101	3	1.97	2475054	7688914	5138779
8055	8055	16	3	0	90	3	0.7747	1275577	3039188	2066487
8056	8056	16	3	0	91	2	0.1821	377053	673550	466797
8057	8057	16	3	0	98	3	1.375	4266739	5072777	3983831
8058	8058	16	3	0	111	5	0.3277	281852	1234929	850236
8059	8059	16	3	0	98	3	1.847	3720930	7076876	5456821
8060	8060	16	3	2			0.01373	0	13244	7452
8061	8061	16	3	2			2.41	0	9664108	5417011
8062	8062	16	3	0	83	2	0.06615	238136	147639	126277
8063	8063	16	3	2			0.1468	0	571823	312651
8064	8064	16	3	0	95	3	1.695	5335141	6244956	5368840
8065	8065	16	3	0	97	2	0.2755	771880	1047912	808886
8066	8066	16	3	0	102	3	0.5506	802690	2157375	1456690
8067	8067	16	3	2			0.0835	0	295317	162566
8068	8068	16	3	2			0.004877	0	967	648
8069	8069	16	3	0	102	3	3.75	8469545	13607854	10030191
8070	8070	16	3	2			0.1299	0	463475	261409
8071	8071	16	3	0	91	3	1.762	5969478	6178929	5000311
8072	8072	16	3	2			0.03788	0	99268	53286
8073	8073	16	3	0	99	3	0.2498	395917	963275	664016
8074	8074	16	3	2			0.01603	0	23373	14098
8075	8075	16	3	0	98	3	0.2209	506539	804308	664845
8076	8076	16	3	0	99	3	0.1825	424806	639711	494146
8077	8077	16	3	0	96	3	0.2427	594118	865748	698900
8078	8078	16	3	2			0.005092	0	95	52
8079	8079	16	3	0	90	2	0.4109	1822442	1463874	1224784
8080	8080	16	3	0	109	3	7.013	12066452	24498973	17437740
8081	8081	16	3	0	95	3	0.2063	726020	696767	575547
8082	8082	16	3	0	118	6	0.05153	82311	113748	97282
8083	8083	16	3	0	96	3	0.04654	82096	95000	75528
8084	8084	16	3	0	103	4	0.1202	164301	436080	321438
8085	8085	16	3	0	113	4	0.6779	1004858	2630586	1926252
8086	8086	16	3	0	93	3	0.4907	1184041	1874267	1423196
8087	8087	16	3	0	90	2	0.8346	2722867	3170647	2515124
8088	8088	16	3	0	83	1	0.2029	508035	724950	530808
8089	8089	16	3	0	93	2	1.341	4056116	4571087	3541429
8090	8090	16	3	0	99	3	0.1455	578794	465765	399698
8091	8091	16	3	0	97	3	0.3107	823117	1137917	853891
8092	8092	16	3	0	87	2	1.233	3968228	4528660	3549815
8093	8093	16	3	2			0.004489	0	571	291
8094	8094	16	3	0	93	3	1.166	4903187	4113127	3379091
8095	8095	16	3	0	92	3	0.09592	133157	288242	193890
8096	8096	16	3	0	113	5	0.09214	95613	288371	214529
8097	8097	16	3	2			0.004202	0	7	6
8098	8098	16	3	2			0.5064	0	2122656	1320033
8099	8099	16	3	2			0.3718	0	1513263	896247
8100	8100	16	3	0	86	3	0.261	840792	931954	750425
8101	8101	16	3	0	108	3	0.2291	293717	910369	657306
8102	8102	16	3	0	105	3	0.08259	151568	223090	174040
8103	8103	16	3	0	96	4	2.026	5463721	7563757	5179655
8104	8104	16	3	0	89	3	0.4691	2209926	1728315	1433201
8105	8105	16	3	2			0.1143	0	420687	260897
8106	8106	16	3	0	100	4	0.2083	226474	801463	474998
8107	8107	16	3	0	89	3	3.257	10364996	11378322	8682612
8108	8108	16	3	0	107	4	0.2783	598255	1070231	930358
8109	8109	16	3	0	96	3	0.3849	1429751	1385294	1167770
8110	8110	16	3	0	97	2	0.2021	530636	728183	544723
8111	8111	16	3	0	92	2	0.208	768995	693866	592307
8112	8112	16	3	0	95	4	0.0378	39393	62880	52658
8113	8113	16	3	0	95	3	0.1254	289414	407515	321044
8114	8114	16	3	0	122	5	0.101	47875	334486	228575
8115	8115	16	3	2			0.004998	0	1012	635
8116	8116	16	3	2			1.025	0	4226900	2394385
8117	8117	16	3	0	109	4	0.1462	288092	510738	417366
8118	8118	16	3	0	92	2	0.969	3982177	3395428	2986722
8119	8119	16	3	0	99	3	0.2945	795233	1054572	855167
8120	8120	16	3	0	90	1	0.1282	330184	417012	337313
8121	8121	16	3	0	91	2	3.129	11289400	10538722	8849160
8122	8122	16	3	2			0.04037	0	105311	64017
8123	8123	16	3	0	105	4	0.2828	495813	1131522	752680
8124	8124	16	3	0	113	5	0.3044	225936	1259271	796319
8125	8125	16	3	2			0.004784	0	278	163
8126	8126	16	3	0	107	5	0.02345	24659	32583	27211
8127	8127	16	3	0	106	4	0.282	1044664	981433	841191
8128	8128	16	3	0	85	3	0.05866	122415	137877	112837
8129	8129	16	3	0	96	3	0.1941	458379	682461	569841
8130	8130	16	3	2			0.006966	0	4134	1945
8131	8131	16	3	2			0.003578	0	1	0
8132	8132	16	3	2			0.007979	0	7650	4686
8133	8133	16	3	0	95	2	0.3228	878088	1236824	1038342
8134	8134	16	3	0	92	3	0.1053	268889	330893	278910
8135	8135	16	3	0	99	4	0.08773	248054	254921	212329
8136	8136	16	3	0	130	7	0.03774	9294	75060	63674
8137	8137	16	3	0	102	3	0.9997	1375535	4083424	2703036
8138	8138	16	3	0	103	4	1.732	5598238	5957923	4889205
8139	8139	16	3	2			0.3589	0	1590027	837849
8140	8140	16	3	2			0.004136	0	20	13
8141	8141	16	3	0	101	3	0.04563	67599	84064	69367
8142	8142	16	3	0	99	3	0.497	1313669	1895117	1511897
8143	8143	16	3	0	85	2	0.3288	1320746	1144972	902515
8144	8144	16	3	0	92	3	0.505	1695814	1880176	1507018
8145	8145	16	3	0	89	2	0.3129	922446	1183262	877040
8146	8146	16	3	0	107	3	0.2612	523838	946323	701703
8147	8147	16	3	0	85	3	0.087	323838	247003	212019
8148	8148	16	3	2			0.003746	0	1	0
8149	8149	16	3	0	90	3	1.899	6483892	6853412	5347717
8150	8150	16	3	0	107	4	0.06026	80382	161664	122257
8151	8151	16	3	0	107	4	0.2086	431500	761088	614111
8152	8152	16	3	0	87	3	0.1935	767058	662991	604625
8153	8153	16	3	0	95	3	0.0806	185845	223068	158984
8154	8154	16	3	0	97	3	0.1503	384866	516183	448966
8155	8155	16	3	2			25.2	0	88575435	49288233
8156	8156	16	3	2			2.144	0	8231107	4876277
8157	8157	16	3	0	92	1	0.2633	768760	977005	783157
8158	8158	16	3	0	97	4	0.1444	314109	505677	391814
8159	8159	16	3	0	121	4	0.1429	90278	533576	359211
8160	8160	16	3	0	94	3	0.5046	1821171	1846339	1461915
8161	8161	16	3	2			0.6827	0	2898498	1461038
8162	8162	16	3	2			0.004286	0	234	126
8163	8163	16	3	2			0.2073	0	867895	490428
8164	8164	16	3	0	100	2	0.1282	272448	419811	370688
8165	8165	16	3	0	100	3	0.06564	141841	152399	131023
8166	8166	16	3	2			2.336	0	8678431	5150689
8167	8167	16	3	0	103	4	0.04531	92851	80894	70568
8168	8168	16	3	0	97	3	0.03255	34349	47843	39523
8169	8169	16	3	0	92	4	0.35	863705	1328331	849147
8170	8170	16	3	0	101	3	3.186	3714794	11853517	7896711
8171	8171	16	3	2			0.004152	0	45	26
8172	8172	16	3	0	100	3	0.5661	1080882	2287228	1716577
8173	8173	16	3	0	113	5	0.1375	144964	491844	348909
8174	8174	16	3	0	92	3	0.423	759326	1675767	1279310
8175	8175	16	3	0	97	2	0.8282	2907764	3028375	2450489
8176	8176	16	3	0	100	3	0.9289	3197388	3551293	2795678
8177	8177	16	3	0	101	2	0.06338	96084	168037	132202
8178	8178	16	3	0	101	4	0.05425	93980	111983	88125
8179	8179	16	3	2			0.8039	0	3211909	1785785
8180	8180	16	3	0	98	3	0.138	515789	437686	381900
8181	8181	16	3	0	90	2	0.247	1032822	868977	780628
8182	8182	16	3	0	114	5	0.2773	198946	1110122	704532
8183	8183	16	3	0	106	4	0.08386	80292	275595	199448
8184	8184	16	3	0	92	2	0.4991	1957903	1752058	1477963
8185	8185	16	3	2			0.003702	0	1	0
8186	8186	16	3	0	89	2	1.862	6817664	6232357	4896126
8187	8187	16	3	0	98	3	0.3365	632728	1246698	1003507
8188	8188	16	3	2			0.004251	0	136	74
8189	8189	16	3	0	95	3	0.2238	620942	794986	664096
8190	8190	16	3	0	99	3	0.8201	2606734	3101125	2539259
8191	8191	16	3	0	94	4	0.04963	43487	112077	85183
8192	8192	16	3	0	96	3	0.2413	565498	920989	688895
8193	8193	16	3	0	114	4	0.06086	30515	170933	124827
8194	8194	16	3	0	90	3	0.7279	2692922	2627655	2075201
8195	8195	16	3	0	104	3	0.3395	542420	1320606	990310
8196	8196	16	3	0	111	6	0.05479	8290	141654	80232
8197	8197	16	3	0	99	4	6.042	19823651	19087674	15627255
8198	8198	16	3	0	106	5	0.04215	47149	69962	54634
8199	8199	16	3	0	88	3	0.1707	709856	539374	475232
8200	8200	16	3	2			0.004099	0	17	11
8201	8201	16	3	0	92	2	4.144	13395824	13412808	10325811
8202	8202	16	3	0	98	2	0.1836	465183	702977	529331
8203	8203	16	3	0	107	4	1.238	276724	5222922	3002893
8204	8204	16	3	2			0.07933	0	270040	152168
8205	8205	16	3	2			0.1172	0	429138	261461
8206	8206	16	3	0	111	4	0.05862	131449	121370	102985
8207	8207	16	3	0	87	3	0.03709	49161	56763	46425
8208	8208	16	3	0	103	4	0.7453	2446316	2880928	2278831
8209	8209	16	3	2			0.09643	0	326817	184670
8210	8210	16	3	0	104	3	0.4467	1193383	1631471	1301028
8211	8211	16	3	2			0.006485	0	4378	2518
8212	8212	16	3	0	102	3	0.5761	1027498	2197950	1587113
8213	8213	16	3	0	92	3	0.07095	202518	171087	148051
8214	8214	16	3	0	100	3	4.222	6716390	15646279	12033246
8215	8215	16	3	0	111	4	0.04298	55631	86350	70868
8216	8216	16	3	2			0.6768	0	2872378	1710367
8217	8217	16	3	0	97	3	20.56	37898748	64780750	46081943
8218	8218	16	3	0	103	3	0.2086	836753	739460	638607
8219	8219	16	3	0	98	2	2.269	4964415	8391012	6031918
8220	8220	16	3	0	100	3	0.08768	180206	275297	224767
8221	8221	16	3	2			0.004112	0	22	12
8222	8222	16	3	0	102	4	0.03084	18683	52293	36767
8223	8223	16	3	0	106	4	0.1744	405082	622480	468409
8224	8224	16	3	0	100	2	1.838	3340597	6985060	4946120
8225	8225	16	3	0	93	2	0.5307	2412178	1947998	1666629
8226	8226	16	3	0	116	5	2.759	119973	11072321	5678027
8227	8227	16	3	2			0.003679	0	1	0
8228	8228	16	3	0	104	3	0.9016	3478454	3360216	2860289
8229	8229	16	3	0	90	3	0.5065	931622	2011187	1443947
8230	8230	16	3	2			0.004137	0	8	3
8231	8231	16	3	0	123	6	0.0628	34807	187466	132959
8232	8232	16	3	0	107	5	0.06687	70698	178266	128839
8233	8233	16	3	0	97	3	0.3096	749985	1114661	869314
8234	8234	16	3	0	104	4	1.207	3506200	4525238	3680329
8235	8235	16	3	0	103	3	0.1708	417662	589456	474836
8236	8236	16	3	2			0.1561	0	587302	362586
8237	8237	16	3	2			0.004259	0	29	16
8238	8238	16	3	0	111	5	0.09817	99994	409728	309506
8239	8239	16	3	0	108	4	0.2882	197051	1218935	786441
8240	8240	16	3	0	102	4	0.4954	1104480	1913930	1400557
